chapter,entry,english_meaning,Kalamang,data_2,data_3,data_4,data_5,data_6,comment,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
11,150,hold,kinkin,,,,,,,,,,,,,,,,,,
11,150,hold,iar,,,,,,,,,,,,,,,,,,
11,150,hold,tanggo,,,,,,,,,,,,,,,,,,
11,160,"get, obtain",jie,,,,,,,,,,,,,,,,,,
11,160,"get, obtain",rep,,,,,,,,,,,,,,,,,,
11,170,"keep, retain",,,,,,,,,,,,,,,,,,,
11,180,thing,don,,,,,,,,,,,,,,,,,,
11,210,give,∅,,,,,,zero root,,,,,,,,,,,,
11,220,give back,namasuk,,,,,,,,,,,,,,,,,,
11,240,"preserve, look after",cam,,,,,,,,,,,,,,,,,,
11,250,"save, rescue",,,,,,,,,,,,,,,,,,,
11,270,destroy,fakurat,,,,,,,,,,,,,,,,,,
11,280,"harm, injure, damage",,,,,,,,,,,,,,,,,,,
11,310,"seek, look for",sanngara,,,,,,,,,,,,,,,,,,
11,320,find,koluk,,,,,,,,,,,,,,,,,,
11,330,lose,,,,,,,,,,,,,,,,,,,
11,340,"release, let go",,,,,,,,,,,,,,,,,,,
11,430,money,lolok,,,,,,,,,,,,,,,,,,
11,430,money,pitis,,,,,,,,,,,,,,,,,,
11,440,coin,,,,,,,,,,,,,,,,,,,
11,510,rich,kaya,,,,,,,,,,,,,,,,,,
11,520,poor,,,,,,,,,,,,,,,,,,,
11,530,beggar,,,,,,,,,,,,,,,,,,,
11,540,"avaricious, stingy",kir,,,,,,,,,,,,,,,,,,
11,610,lend,,,,,,,,,,,,,,,,,,,
11,620,borrow,napinjang,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
11,630,owe,,,,,,,,,,,,,,,,,,,
11,640,debt,uran,,,,,,,,,,,,,,,,,,
11,650,pay (vb),newer,,,,,,,,,,,,,,,,,,
11,660,"account, reckoning",,,,,,,,,,,,,,,,,,,
11,690,"tax, tribute",,,,,,,,,,,,,,,,,,,
11,770,hire,,,,,,,,,,,,,,,,,,,
11,780,wages,,,,,,,,,,,,,,,,,,,
11,790,earn,,,,,,,,,,,,,,,,,,,
11,810,buy,jie,,,,,,,,,,,,,,,,,,
11,820,sell,parein,,,,,,,,,,,,,,,,,,
11,830,"trade, barter",,,,,,,,,,,,,,,,,,,
11,840,merchant,,,,,,,,,,,,,,,,,,,
11,850,market (place),pasar,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
11,860,"store, shop",,,,,,,,,,,,,,,,,,,
11,870,price,pareinun,,,,,,,,,,,,,,,,,,
11,880,"dear (costly, expensive)",,,,,,,,,,,,,,,,,,,
11,890,cheap,,,,,,,,,,,,,,,,,,,
11,910,share (distribute),yap,,,,,,,,,,,,,,,,,,
11,920,weigh,,,,,,,,,,,,,,,,,,,
12,10,after,setela,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
12,11,behind,silepko,,,,,,,,,,,,,,,,,,
12,11,behind,epko,,,,,,,,,,,,,,,,,,
12,11,behind,silep-,,,,,,,,,,,,,,,,,,
12,11,behind,ep-,,,,,,,,,,,,,,,,,,
12,20,beside,mul-,,,,,,,,,,,,,,,,,,
12,20,beside,mulko,,,,,,,,,,,,,,,,,,
12,30,"down, below",elak-,,,,,,,,,,,,,,,,,,
12,30,"down, below",elao,,,,,,,,,,,,,,,,,,
12,40,before,,,,,,,,,,,,,,,,,,,
12,41,front,borara,,,,,,,,,,,,,,,,,,
12,41,front,kalaor,,,,,,,,,,,,,,,,,,
12,41,front,sabar,,,,,,,,,,,,,,,,,,
12,41,front,kanggirarunggo,,,,,,,,,,,,,,,,,,
12,50,"inside, in",ner-,,,,,,,,,,,,,,,,,,
12,50,"inside, in",neko,,,,,,,,,,,,,,,,,,
12,50,"inside, in",nerun,,,,,,,,,,,,,,,,,,
12,50,"inside, in",nerunggo,,,,,,,,,,,,,,,,,,
12,60,outside,kol-,,,,,,,,,,,,,,,,,,
12,60,outside,talep,,,,,,,,,,,,,,,,,,
12,60,outside,kolko,,,,,,,,,,,,,,,,,,
12,70,under,elak-,,,,,,,,,,,,,,,,,,
12,70,under,elao,,,,,,,,,,,,,,,,,,
12,80,"up, above",keit-,,,,,,,,,,,,,,,,,,
12,80,"up, above",keitko,,,,,,,,,,,,,,,,,,
12,110,place,go,,,,,,,,,,,,,,,,,,
12,120,put,maraouk,,,,,,,,,,,,,,,,,,
12,130,sit,meleluo,,,,,,,,,,,,,,,,,,
12,140,lie down,,,,,,,,,,,,,,,,,,,
12,150,stand,mambara,,,,,,,,,,,,,,,,,,
12,160,"remain, stay",tua,,,,,,,,,,,,,,,,,,
12,160,"remain, stay",gocie,,,,,,,,,,,,,,,,,,
12,170,"remains, left overs",naharen,,,,,,,,,,,,,,,,,,
12,210,"collect, gather",rep,,,,,,,,,,,,,,,,,,
12,210,"collect, gather",natada,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
12,210,"collect, gather",olol,,,,,,,,,,,,,,,,,,
12,212,pick up,kajie,,,,,,,,,,,,,,,,,,
12,213,pile up,tengguen,,,,,,,,,,,,,,,,,,
12,213,pile up,merengguen,,,,,,,,,,,,,,,,,,
12,220,"join, unite",,,,,,,,,,,,,,,,,,,
12,230,separate,,,,,,,,,,,,,,,,,,,
12,232,divide,yap,,,,,,,,,,,,,,,,,,
12,240,open,paherma,,,,,,,,,,,,,,,,,,
12,240,open,wirma,,,,,,,,,,,,,,,,,,
12,240,open,tangguorma,,,,,,,,,,,,,,,,,,
12,240,open,nasiwik,,,,,,,,,,,,,,,,,,
12,240,open,kahetma,,,,,,,,,,,,,,,,,,
12,240,open,borma,,,,,,,,,,,,,,,,,,
12,250,"shut, close",koyen,,,,,,,,,,,,,,,,,,
12,250,"shut, close",komasasuk,,,,,,,,,,,,,,,,,,
12,250,"shut, close",tara,,,,,,,,,,,,,,,,,,
12,250,"shut, close",sanggie,,,,,,,,,,,,,,,,,,
12,250,"shut, close",nunun,,,,,,,,,,,,,,,,,,
12,250,"shut, close",nawarak,,,,,,,,,,,,,,,,,,
12,260,cover,komasabur,,,,,,,,,,,,,,,,,,
12,260,cover,koyen,,,,,,,,,,,,,,,,,,
12,260,cover,komasasuk,,,,,,,,,,,,,,,,,,
12,270,"hide, conceal",mormor,,,,,,,,,,,,,,,,,,
12,270,"hide, conceal",nung,,,,,,,,,,,,,,,,,,
12,310,high,nawarir,,,,,,,,,,,,,,,,,,
12,320,low,garos,,,,,,of tide only,,,,,,,,,,,,
12,330,top,keit-,,,,,,,,,,,,,,,,,,
12,340,bottom,elak-,,,,,,,,,,,,,,,,,,
12,350,end,,,,,,,,,,,,,,,,,,,
12,352,pointed,belbel,,,,,,,,,,,,,,,,,,
12,353,edge,as-,,,,,,,,,,,,,,,,,,
12,353,edge,asun,,,,,,,,,,,,,,,,,,
12,353,edge,siep-,,,,,,,,,,,,,,,,,,
12,353,edge,sieun,,,,,,,,,,,,,,,,,,
12,353,edge,duk,,,,,,,,,,,,,,,,,,
12,360,side,mul-,,,,,,,,,,,,,,,,,,
12,360,side,mulun,,,,,,,,,,,,,,,,,,
12,360,side,kirarun,,,,,,,,,,,,,,,,,,
12,360,side,tair,,,,,,,,,,,,,,,,,,
12,360,side,-dok,,,,,,,,,,,,,,,,,,
12,360,side,-pis,,,,,,,,,,,,,,,,,,
12,370,"middle, center",raor,,,,,,,,,,,,,,,,,,
12,410,right (side),tanbes,,,,,,,,,,,,,,,,,,
12,420,left (side),tantayon,,,,,,,,,,,,,,,,,,
12,430,near (adv),kokir,,,,,,,,,,,,,,,,,,
12,440,far (adv),kahen,,,,,,,,,,,,,,,,,,
12,450,east,talawak,,,,,,,,,,,,,,,,,,
12,460,west,daru,,,,,,,,,,,,,,,,,,
12,460,west,kemanur,,,,,,,,,,,,,,,,,,
12,470,north,kuawi,,,,,,,,,,,,,,,,,,
12,480,south,tarangin,,,,,,,,,,,,,,,,,,
12,530,grow,kos,,,,,,,,,,,,,,,,,,
12,540,measure,ukir,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
12,541,"span, fathom",taraman,,,,,,,,,,,,,,,,,,
12,550,"large, big",temun,,,,,,,,,,,,,,,,,,
12,560,"small, little",cicaun,,,,,,,,,,,,,,,,,,
12,560,"small, little",caun,,,,,,,,,,,,,,,,,,
12,570,long,kahen,,,,,,,,,,,,,,,,,,
12,580,tall,ririn,,,,,,,,,,,,,,,,,,
12,580,tall,kahen,,,,,,,,,,,,,,,,,,
12,590,short,tabusik,,,,,,,,,,,,,,,,,,
12,610,"wide, broad",laus,,,,,,,,,,,,,,,,,,
12,610,"wide, broad",soul,,,,,,,,,,,,,,,,,,
12,620,narrow,kou,,,,,,,,,,,,,,,,,,
12,630,thick (in dimension),mawal,,,,,,,,,,,,,,,,,,
12,650,thin (in dimension),samsik,,,,,,,,,,,,,,,,,,
12,670,deep,naman,,,,,,,,,,,,,,,,,,
12,680,shallow,,,,,,,,,,,,,,,,,,,
12,710,flat,rata,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
12,730,straight,yuorsik,,,,,,,,,,,,,,,,,,
12,740,crooked,maulcie,,,,,,,,,,,,,,,,,,
12,740,crooked,kawarcie,,,,,,,,,,,,,,,,,,
12,740,crooked,taungtaung,,,,,,,,,,,,,,,,,,
12,750,hook,kaling,,,,,,for fishing,,,,,,,,,,,,
12,760,corner,sair,,,,,,,,,,,,,,,,,,
12,770,cross,,,,,,,,,,,,,,,,,,,
12,780,square,,,,,,,,,,,,,,,,,,,
12,810,round,,,,,,,,,,,,,,,,,,,
12,820,circle,,,,,,,,,,,,,,,,,,,
12,830,"sphere, ball",gol,,,,,,,,,,,,,,,,,,
12,840,line,,,,,,,,,,,,,,,,,,,
12,850,hole,pos,,,,,,,,,,,,,,,,,,
12,850,hole,suarkang,,,,,,,,,,,,,,,,,,
12,920,"like, similar",nain,,,,,,,,,,,,,,,,,,
12,930,change,salir,,,,,,,,,,,,,,,,,,
12,930,change,naruba,,,,,,,,,,,,,,,,,,
13,0,"zero, nothing",saerak,,,,,,,,,,,,,,,,,,
13,10,one,kaninggonie,,,,,,,,,,,,,,,,,,
13,20,two,eir,,,,,,,,,,,,,,,,,,
13,30,three,karuok,,,,,,,,,,,,,,,,,,
13,40,four,kansuor,,,,,,,,,,,,,,,,,,
13,50,five,ap,,,,,,,,,,,,,,,,,,
13,60,six,raman,,,,,,,,,,,,,,,,,,
13,70,seven,ramandalin,,,,,,,,,,,,,,,,,,
13,80,eight,irie,,,,,,,,,,,,,,,,,,
13,90,nine,kaninggonie,,,,,,,,,,,,,,,,,,
13,100,ten,putkon,,,,,,,,,,,,,,,,,,
13,101,eleven,putkon ba kon,,,,,,,,,,,,,,,,,,
13,102,twelve,putkon ba eir,,,,,,,,,,,,,,,,,,
13,103,fifteen,putkon ba ap,,,,,,,,,,,,,,,,,,
13,104,twenty,purir,,,,,,,,,,,,,,,,,,
13,105,hundred,reit,,,,,,,,,,,,,,,,,,
13,106,thousand,ripi,,,,,,,,,,,,,,,,,,
13,107,count,narekin,,,,,,Austronesian loan,,,,,,,,,,,,
13,140,"every, all",tebonggan,,,,,,,,,,,,,,,,,,
13,150,"much, many",reidak,,,,,,,,,,,,,,,,,,
13,160,more,lebe,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
13,170,"little (quantity), few",reingge,,,,,,,,,,,,,,,,,,
13,180,enough,cukup,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
13,181,some,ikon,,,,,,,,,,,,,,,,,,
13,181,some,taukon,,,,,,,,,,,,,,,,,,
13,181,some,utkon,,,,,,,,,,,,,,,,,,
13,190,"multitude, crowd",,,,,,,,,,,,,,,,,,,
13,210,full,mikon,,,,,,,,,,,,,,,,,,
13,220,empty,saerak,,,,,,,,,,,,,,,,,,
13,230,"part, piece",selet,,,,,,,,,,,,,,,,,,
13,240,half,tabak,,,,,,,,,,,,,,,,,,
13,330,"alone, only",-saet,,,,,,,,,,,,,,,,,,
13,330,"alone, only",-tak,,,,,,,,,,,,,,,,,,
13,340,first,giarun,,,,,,,,,,,,,,,,,,
13,350,last,epkadok,,,,,,,,,,,,,,,,,,
13,360,second,,,,,,,,,,,,,,,,,,,
13,370,pair,,,,,,,,,,,,,,,,,,,
13,380,two times,wanir,,,,,,,,,,,,,,,,,,
13,420,third,,,,,,,,,,,,,,,,,,,
13,440,three times,wanggaruok,,,,,,,,,,,,,,,,,,
14,110,time,waktu,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
14,110,time,jaman,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
14,120,age,usia,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
14,130,new,giarun,,,,,,,,,,,,,,,,,,
14,140,young,towari,,,,,,,,,,,,,,,,,,
14,140,young,kalomun,,,,,,,,,,,,,,,,,,
14,150,old,tik,,,,,,,,,,,,,,,,,,
14,150,old,sawaun,,,,,,,,,,,,,,,,,,
14,160,early,,,,,,,,,,,,,,,,,,,
14,170,late,,,,,,,,,,,,,,,,,,,
14,180,now,opatun,,,,,,,,,,,,,,,,,,
14,180,now,sekarang,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
14,190,immediately,,,,,,,,,,,,,,,,,,,
14,210,"swift, fast, quick",mon,,,,,,,,,,,,,,,,,,
14,210,"swift, fast, quick",loi,,,,,,,,,,,,,,,,,,
14,220,slow,siktak,,,,,,,,,,,,,,,,,,
14,230,"hasten, hurry",loi,,,,,,,,,,,,,,,,,,
14,240,"retard, delay",,,,,,,,,,,,,,,,,,,
14,250,"begin, beginning",mulai,,,,,,Malay loan,,,,,,,,,,,,
14,250,"begin, beginning",istar,,,,,,Dutch loan,,,,,,,,,,,,
14,252,"last, endure",,,,,,,,,,,,,,,,,,,
14,260,end (temporal),koyet,,,,,,,,,,,,,,,,,,
14,270,finish,koyet,,,,,,,,,,,,,,,,,,
14,280,"cease, stop",berhenti,,,,,,Malay or Dutch loan,,,,,,,,,,,,
14,280,"cease, stop",istop,,,,,,Malay or Dutch loan,,,,,,,,,,,,
14,280,"cease, stop",telin,,,,,,,,,,,,,,,,,,
14,290,ready,siap,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
14,310,always,,,,,,,,,,,,,,,,,,,
14,320,often,,,,,,,,,,,,,,,,,,,
14,330,sometimes,,,,,,,,,,,,,,,,,,,
14,331,soon,,,,,,,,,,,,,,,,,,,
14,332,long-time (for a),tik,,,,,,,,,,,,,,,,,,
14,340,never,tok,,,,,,,,,,,,,,,,,,
14,350,again,koi,,,,,,,,,,,,,,,,,,
14,350,again,-taet,,,,,,,,,,,,,,,,,,
14,410,day,yuol,,,,,,,,,,,,,,,,,,
14,420,night,saun,,,,,,,,,,,,,,,,,,
14,430,dawn,sobas,,,,,,,,,,,,,,,,,,
14,440,morning,naupar,,,,,,,,,,,,,,,,,,
14,440,morning,go dung,,,,,,,,,,,,,,,,,,
14,450,"noon, midday",yuon nawariri,,,,,,,,,,,,,,,,,,
14,450,"noon, midday",daruon,,,,,,,,,,,,,,,,,,
14,451,afternoon,go gingginr,,,,,,,,,,,,,,,,,,
14,460,evening,go saun,,,,,,,,,,,,,,,,,,
14,470,today,opa yuwa,,,,,,,,,,,,,,,,,,
14,480,tomorrow,kasur,,,,,,,,,,,,,,,,,,
14,481,day-after-tomorrow,keirko,,,,,,,,,,,,,,,,,,
14,490,yesterday,wis,,,,,,,,,,,,,,,,,,
14,491,day-before-yesterday,keitar,,,,,,,,,,,,,,,,,,
14,510,hour,jam,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
14,530,"clock, timepiece",jam,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
14,610,week,minggu,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
14,620,Sunday,ahat,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
14,620,Sunday,minggu,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
14,630,Monday,senen,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
14,640,Tuesday,selasa,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
14,650,Wednesday,roba,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
14,660,Thursday,kamis,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
14,670,Friday,ariemun,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
14,670,Friday,jumat,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
14,680,Saturday,sabtu,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
14,710,month,pak,,,,,,,,,,,,,,,,,,
14,730,year,tanggon,,,,,,,,,,,,,,,,,,
14,740,winter,,,,,,,,,,,,,,,,,,,
14,750,spring,,,,,,,,,,,,,,,,,,,
14,760,summer,,,,,,,,,,,,,,,,,,,
14,770,autumn,,,,,,,,,,,,,,,,,,,
14,780,season,mosun,,,,,,,,,,,,,,,,,,
15,210,smell (vb intrans),gawar,,,,,,,,,,,,,,,,,,
15,212,sniff,,,,,,,,,,,,,,,,,,,
15,220,smell (vb trans),gawar,,,,,,,,,,,,,,,,,,
15,220,smell (vb trans),lauk,,,,,,,,,,,,,,,,,,
15,250,"fragrant, good smelling",gawar,,,,,,,,,,,,,,,,,,
15,260,"stinking, bad smelling",gawar,,,,,,,,,,,,,,,,,,
15,310,taste,narasa,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
15,350,sweet,pen,,,,,,,,,,,,,,,,,,
15,360,salty,sira,,,,,,,,,,,,,,,,,,
15,370,bitter,mang,,,,,,,,,,,,,,,,,,
15,380,"acid, sour",mor,,,,,,,,,,,,,,,,,,
15,390,brackish,pasirwasir,,,,,,,,,,,,,,,,,,
15,410,hear,ra,,,,,,,,,,,,,,,,,,
15,410,hear,kelua,,,,,,,,,,,,,,,,,,
15,420,listen,kelua,,,,,,,,,,,,,,,,,,
15,440,"sound, noise",ar,,,,,,,,,,,,,,,,,,
15,440,"sound, noise",nun,,,,,,,,,,,,,,,,,,
15,450,loud,laur,,,,,,,,,,,,,,,,,,
15,460,"quiet, silence",,,,,,,,,,,,,,,,,,,
15,510,see,kome,,,,,,,,,,,,,,,,,,
15,510,see,kona,,,,,,,,,,,,,,,,,,
15,520,"look, look at",kome,,,,,,,,,,,,,,,,,,
15,520,"look, look at",kona,,,,,,,,,,,,,,,,,,
15,550,show,naunak,,,,,,,,,,,,,,,,,,
15,550,show,nawarik,,,,,,,,,,,,,,,,,,
15,550,show,balaok,,,,,,,,,,,,,,,,,,
15,560,shine,yuolyuol,,,,,,,,,,,,,,,,,,
15,560,shine,delepdelep,,,,,,,,,,,,,,,,,,
15,570,bright,yuolyuol,,,,,,,,,,,,,,,,,,
15,610,color,,,,,,,,,,,,,,,,,,,
15,620,light (in color),yuolyuol,,,,,,,,,,,,,,,,,,
15,630,dark (in color),,,,,,,,,,,,,,,,,,,
15,640,white,iriskap,,,,,,,,,,,,,,,,,,
15,650,black,kuskap,,,,,,,,,,,,,,,,,,
15,660,red,kerkap,,,,,,,,,,,,,,,,,,
15,670,blue,welenggap,,,,,,,,,,,,,,,,,,
15,680,green,welenggap,,,,,,,,,,,,,,,,,,
15,690,yellow,baranggap,,,,,,,,,,,,,,,,,,
15,710,touch,kosara,,,,,,,,,,,,,,,,,,
15,712,pinch,pulma,,,,,,,,,,,,,,,,,,
15,720,feel,rasa,,,,,,,,,,,,,,,,,,
15,740,hard,karan,,,,,,,,,,,,,,,,,,
15,750,soft,kalawen,,,,,,,,,,,,,,,,,,
15,760,rough,kasar,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
15,770,smooth,,,,,,,,,,,,,,,,,,,
15,780,sharp,kang,,,,,,,,,,,,,,,,,,
15,780,sharp,belbel,,,,,,,,,,,,,,,,,,
15,790,"blunt, dull",karaonggis,,,,,,,,,,,,,,,,,,
15,810,heavy,tagier,,,,,,,,,,,,,,,,,,
15,820,light (in weight),sumsik,,,,,,,,,,,,,,,,,,
15,820,light (in weight),suensik,,,,,,,,,,,,,,,,,,
15,830,"wet, damp",kamen,,,,,,,,,,,,,,,,,,
15,840,dry,kararak,,,,,,,,,,,,,,,,,,
15,850,hot,lalang,,,,,,,,,,,,,,,,,,
15,851,warm,lalang,,,,,,,,,,,,,,,,,,
15,860,cold,lu,,,,,,,,,,,,,,,,,,
15,860,cold,kawes,,,,,,,,,,,,,,,,,,
15,870,clean,barsi,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
15,880,"dirty, soiled",kotur,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
15,890,wrinkled,,,,,,,,,,,,,,,,,,,
16,110,"soul, spirit",arwa,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
16,110,"soul, spirit",roh,,,,,,,,,,,,,,,,,,
16,150,"surprised, astonished",,,,,,,,,,,,,,,,,,,
16,180,"good fortune, luck",tanggal,,,,,,,,,,,,,,,,,,
16,190,"misfortune, bad luck",saier,,,,,,,,,,,,,,,,,,
16,230,"joyful, glad, happy",sanang,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
16,250,laugh,rap,,,,,,,,,,,,,,,,,,
16,250,laugh,komayeki,,,,,,,,,,,,,,,,,,
16,251,smile,,,,,,,,,,,,,,,,,,,
16,260,play,,,,,,,,,,,,,,,,,,,
16,270,love,,,,,,,,,,,,,,,,,,,
16,290,kiss,namusi,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
16,300,embrace,koup,,,,,,,,,,,,,,,,,,
16,310,pain,,,,,,,,,,,,,,,,,,,
16,320,"grief, sorrow, sadness",,,,,,,,,,,,,,,,,,,
16,330,"anxiety, worry",,,,,,,,,,,,,,,,,,,
16,340,"regret, be sorry",namenyasal,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
16,350,pity,,,,,,,,,,,,,,,,,,,
16,370,"cry, weep",ecua,,,,,,,,,,,,,,,,,,
16,370,"cry, weep",eruap,,,,,,,,,,,,,,,,,,
16,380,tear (noun),pertam,,,,,,,,,,,,,,,,,,
16,390,groan,,,,,,,,,,,,,,,,,,,
16,410,hate,,,,,,,,,,,,,,,,,,,
16,420,anger,kademor,,,,,,verb,,,,,,,,,,,,
16,420,anger,bonaras,,,,,,verb,,,,,,,,,,,,
16,420,anger,kouran,,,,,,verb,,,,,,,,,,,,
16,420,anger,kacok,,,,,,verb,,,,,,,,,,,,
16,420,anger,koewa,,,,,,verb,,,,,,,,,,,,
16,440,"envy, jealousy",,,,,,,,,,,,,,,,,,,
16,450,shame (noun),,,,,,,,,,,,,,,,,,,
16,480,proud,,,,,,,,,,,,,,,,,,,
16,510,dare,,,,,,,,,,,,,,,,,,,
16,520,brave,,,,,,,,,,,,,,,,,,,
16,530,"fear, fright",sem,,,,,,,,,,,,,,,,,,
16,540,danger,,,,,,,,,,,,,,,,,,,
16,620,"desire, want",mau,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
16,620,"desire, want",lo,,,,,,,,,,,,,,,,,,
16,622,choose,,,,,,,,,,,,,,,,,,,
16,630,hope,,,,,,,,,,,,,,,,,,,
16,650,faithful,,,,,,,,,,,,,,,,,,,
16,660,true,yuor,,,,,,,,,,,,,,,,,,
16,670,"lie, tell lies",taouk,,,,,,,,,,,,,,,,,,
16,670,"lie, tell lies",kidi,,,,,,,,,,,,,,,,,,
16,670,"lie, tell lies",marok,,,,,,,,,,,,,,,,,,
16,680,deceit,,,,,,,,,,,,,,,,,,,
16,690,forgive,,,,,,,,,,,,,,,,,,,
16,710,good,bes,,,,,,,,,,,,,,,,,,
16,720,bad,ten,,,,,,,,,,,,,,,,,,
16,730,"right, correct",yuor,,,,,,,,,,,,,,,,,,
16,740,wrong,sala,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
16,760,fault,kasalahan,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
16,770,"mistake, error",kasalahan,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
16,780,blame,,,,,,,,,,,,,,,,,,,
16,790,praise,,,,,,,,,,,,,,,,,,,
16,810,beautiful,,,,,,,,,,,,,,,,,,,
16,820,ugly,,,,,,,,,,,,,,,,,,,
16,830,greedy,kir,,,,,,,,,,,,,,,,,,
16,840,clever,,,,,,,,,,,,,,,,,,,
17,110,mind,,,,,,,,,,,,,,,,,,,
17,130,think (= reflect),nafikir,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
17,140,think (= be of the opinion),kona,,,,,,,,,,,,,,,,,,
17,140,think (= be of the opinion),toni,,,,,,,,,,,,,,,,,,
17,150,believe,parcai,,,,,,,,,,,,,,,,,,
17,160,understand,,,,,,,,,,,,,,,,,,,
17,170,know,gonggin,,,,,,,,,,,,,,,,,,
17,171,guess,,,,,,,,,,,,,,,,,,,
17,172,imitate,,,,,,,,,,,,,,,,,,,
17,180,seem,,,,,,,,,,,,,,,,,,,
17,190,"idea, notion",,,,,,,,,,,,,,,,,,,
17,210,wise,,,,,,,,,,,,,,,,,,,
17,220,"foolish, stupid",boda,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
17,230,"insane, crazy",,,,,,,,,,,,,,,,,,,
17,240,learn,belajar,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
17,242,study,belajar,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
17,250,teach,ajar,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
17,260,pupil,,,,,,,,,,,,,,,,,,,
17,270,teacher,guru,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
17,280,school,sekola,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
17,310,remember,konenen,,,,,,,,,,,,,,,,,,
17,320,forget,konawaruo,,,,,,,,,,,,,,,,,,
17,340,"clear, plain",sir,,,,,,,,,,,,,,,,,,
17,350,obscure,,,,,,,,,,,,,,,,,,,
17,360,secret,,,,,,,,,,,,,,,,,,,
17,370,"sure, certain",,,,,,,,,,,,,,,,,,,
17,380,explain,,,,,,,,,,,,,,,,,,,
17,410,"intention, purpose",,,,,,,,,,,,,,,,,,,
17,420,cause,,,,,,,,,,,,,,,,,,,
17,430,doubt,,,,,,,,,,,,,,,,,,,
17,440,suspect,,,,,,,,,,,,,,,,,,,
17,441,betray,,,,,,,,,,,,,,,,,,,
17,450,"need, necessity",parlu,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
17,460,easy,gampang,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
17,470,difficult,susia,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
17,480,"try, attempt",coba,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
17,490,"way, manner",cara,,,,,,Malay or other Austronesian loan,,,,,,,,,,,,
17,510,and,ba,,,,,,,,,,,,,,,,,,
17,520,because,-tenden,,,,,,,,,,,,,,,,,,
17,530,if,,,,,,,,,,,,,,,,,,,
17,540,or,ye,,,,,,,,,,,,,,,,,,
17,550,"yes, affirmative",iyo,,,,,,,,,,,,,,,,,,
17,550,"yes, affirmative",esie,,,,,,,,,,,,,,,,,,
17,560,"no, negative",ge,,,,,,,,,,,,,,,,,,
17,610,how?,tamandi,,,,,,,,,,,,,,,,,,
17,620,how many?,puraman,,,,,,,,,,,,,,,,,,
17,630,how much?,puraman,,,,,,,,,,,,,,,,,,
17,640,what?,neba,,,,,,,,,,,,,,,,,,
17,650,when?,yuol tama,,,,,,,,,,,,,,,,,,
17,660,where?,tamatko,,,,,,,,,,,,,,,,,,
17,670,which?,tama,,,,,,,,,,,,,,,,,,
17,680,who?,naman,,,,,,,,,,,,,,,,,,
17,690,why?,nenggap,,,,,,,,,,,,,,,,,,
18,110,voice,mang,,,,,,,,,,,,,,,,,,
18,120,sing,mirik,,,,,,,,,,,,,,,,,,
